hashtag_H cluster_C_leader(userID) relative_frequency_H_C frequency_H_in_C frequency_H_overall count_H_in_C count_hashtags_in_C count_H_entire_dataset count_hashtags_entire_dataset
nodealbrexit 1284550323168837635.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
"KKKKKK 1290366064795111427.hashtags 654.66666666666668334757 .00025458248472505091  .16666666666666666666 1 6 1 3928
LLLLLLs 1290366064795111427.hashtags 327.33333333333333524496 .00050916496945010183  .16666666666666666666 1 6 2 3928
MMMMMMs 1290366064795111427.hashtags 163.66666666666666762248 .00101832993890020366  .16666666666666666666 1 6 4 3928
BBBBBB 1290366064795111427.hashtags 130.93333333333333358367 .00127291242362525458  .16666666666666666666 1 6 5 3928
JJJJJJ 1290366064795111427.hashtags 62.34920634920634928078 .00534623217922606924  .33333333333333333333 2 6 21 3928
NNNNNNJJJJJJ" 1290366064795111427.hashtags 654.66666666666668334757 .00025458248472505091  .16666666666666666666 1 6 1 3928
"ElectricAvenue 1293812547817218054.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
Brixton 1293812547817218054.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
London 1293812547817218054.hashtags 4.61032863849765258248 .05422606924643584521  .25000000000000000000 1 4 213 3928
TruthBillboards" 1293812547817218054.hashtags 163.66666666666666762902 .00152749490835030549  .25000000000000000000 1 4 6 3928
ImmigrationNation 1294544815401529344.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
RussiaReport 1295823325499928578.hashtags 261.86666666666666717783 .00381873727087576374  1.00000000000000000000 1 1 15 3928
"VENTILATION 1298001341747548160.hashtags 1309.33333333333336673442 .00025458248472505091  .33333333333333333333 1 3 1 3928
SafeSeptember 1298001341747548160.hashtags 1309.33333333333336673442 .00025458248472505091  .33333333333333333333 1 3 1 3928
onted" 1298001341747548160.hashtags 261.86666666666666717521 .00127291242362525458  .33333333333333333333 1 3 5 3928
"Putin 1301451859425726464.hashtags 14.76691729323308270855 .03385947046843177189  .50000000000000000000 1 2 133 3928
RussiaReport" 1301451859425726464.hashtags 982.00000000000000577416 .00050916496945010183  .50000000000000000000 1 2 2 3928
COVID19 1303832342633607171.hashtags 3.30084033613445378152 .30295315682281059063  1.00000000000000000000 1 1 1190 3928
USAorInc 1304148522736861185.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
Julian 1307129411603509255.hashtags 47.32530120481927712914 .02113034623217922606  1.00000000000000000000 1 1 83 3928
"WheelBug 1309588613169065990.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
insects 1309588613169065990.hashtags 491.00000000000000288708 .00050916496945010183  .25000000000000000000 1 4 2 3928
OVTTDS 1309588613169065990.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
ONEV1" 1309588613169065990.hashtags 327.33333333333333740099 .00076374745417515274  .25000000000000000000 1 4 3 3928
Covid_19 1310582203911303170.hashtags 100.71794871794871798301 .00992871690427698574  1.00000000000000000000 1 1 39 3928
"HIPPA 1313202247757684739.hashtags 1309.33333333333336673442 .00025458248472505091  .33333333333333333333 1 3 1 3928
TrumpCovid19 1313202247757684739.hashtags 1309.33333333333336673442 .00025458248472505091  .33333333333333333333 1 3 1 3928
TrumpIsANationalDisgrace" 1313202247757684739.hashtags 1309.33333333333336673442 .00025458248472505091  .33333333333333333333 1 3 1 3928
"WorldMentalHealthDay 1314948480243306497.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
WMHD2020" 1314948480243306497.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
"TruthBillboards 1316384499366875137.hashtags 112.22857142857142891645 .00178207739307535641  .20000000000000000000 1 5 7 3928
Liverpool 1316384499366875137.hashtags 56.11428571428571430078 .00356415478615071283  .20000000000000000000 1 5 14 3928
Glasgow 1316384499366875137.hashtags 37.40952380952380956884 .00534623217922606924  .20000000000000000000 1 5 21 3928
Aberdeen 1316384499366875137.hashtags 392.80000000000000230966 .00050916496945010183  .20000000000000000000 1 5 2 3928
History" 1316384499366875137.hashtags 130.93333333333333410322 .00152749490835030549  .20000000000000000000 1 5 6 3928
JohnSnowMemo 1316508994995990529.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
Seahawks 1323138473507762176.hashtags 982.00000000000000577416 .00101832993890020366  1.00000000000000000000 1 1 4 3928
TrumpLiedPeopleDied 1323695097104551937.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
TrumpMeltdown 1324509016379269120.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
Yemen 1334141244474322944.hashtags 100.71794871794871798301 .00992871690427698574  1.00000000000000000000 1 1 39 3928
"Punjabi 1334335961329782784.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
Sikh" 1334335961329782784.hashtags 982.00000000000000577416 .00050916496945010183  .50000000000000000000 1 2 2 3928
"Yemen 1334494858241687554.hashtags 327.33333333333333525805 .00152749490835030549  .50000000000000000000 1 2 6 3928
malnutrition" 1334494858241687554.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
Yemen 1334518247002165252.hashtags 100.71794871794871798301 .00992871690427698574  1.00000000000000000000 1 1 39 3928
Yemen 1334554345149444098.hashtags 100.71794871794871798301 .00992871690427698574  1.00000000000000000000 1 1 39 3928
Yemen 1334863987511537664.hashtags 100.71794871794871798301 .00992871690427698574  1.00000000000000000000 1 1 39 3928
MelanieShaw 1334992065848107009.hashtags 357.09090909090909109607 .00280040733197556008  1.00000000000000000000 1 1 11 3928
MelanieShaw 1335164231415640071.hashtags 357.09090909090909109607 .00280040733197556008  1.00000000000000000000 1 1 11 3928
human 1335321265100484609.hashtags 8.52060737527114967499 .11736252545824847250  1.00000000000000000000 1 1 461 3928
"Yemen 1335327945544568835.hashtags 327.33333333333333525805 .00152749490835030549  .50000000000000000000 1 2 6 3928
Donate" 1335327945544568835.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
humanitarian 1336327228360065025.hashtags 46.21176470588235294596 .02163951120162932790  1.00000000000000000000 1 1 85 3928
Brexit 1342077435026800640.hashtags 13.36054421768707482995 .07484725050916496945  1.00000000000000000000 1 1 294 3928
Belarus 1342492062877425664.hashtags 20.67368421052631579136 .04837067209775967413  1.00000000000000000000 1 1 190 3928
"FlipTheSenateBlue 1342962991898230786.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
TrumpsPlague" 1342962991898230786.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
LongCovid 1343293596007620609.hashtags 3.72675521821631878568 .26832993890020366598  1.00000000000000000000 1 1 1054 3928
Nazis 1345360353656508417.hashtags 56.11428571428571430078 .01782077393075356415  1.00000000000000000000 1 1 70 3928
LongCovid 1346372352175714306.hashtags 3.72675521821631878568 .26832993890020366598  1.00000000000000000000 1 1 1054 3928
LongCovid 1348092923452145666.hashtags 3.72675521821631878568 .26832993890020366598  1.00000000000000000000 1 1 1054 3928
COVID19 1351524920686215168.hashtags 3.30084033613445378152 .30295315682281059063  1.00000000000000000000 1 1 1190 3928
StillWithHer 1351865231291674625.hashtags 245.50000000000000023813 .00407331975560081466  1.00000000000000000000 1 1 16 3928
LiarTory 1354815935396286469.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
SCOTLAND 1356240109755113474.hashtags 218.22222222222222255295 .00458248472505091649  1.00000000000000000000 1 1 18 3928
"nature 1356446269959376897.hashtags 157.12000000000000030669 .00127291242362525458  .20000000000000000000 1 5 5 3928
art 1356446269959376897.hashtags .17952468007312614259 1.11405295315682281059  .20000000000000000000 1 5 4376 3928
creativity 1356446269959376897.hashtags 261.86666666666666992079 .00076374745417515274  .20000000000000000000 1 5 3 3928
BirdsOfTwitter 1356446269959376897.hashtags 785.60000000000002004851 .00025458248472505091  .20000000000000000000 1 5 1 3928
photography" 1356446269959376897.hashtags 87.28888888888888921166 .00229124236252545824  .20000000000000000000 1 5 9 3928
StopTheSteal 1356737020547059715.hashtags 1964.00000000000001154832 .00050916496945010183  1.00000000000000000000 1 1 2 3928
antisemitism 1359094475159658502.hashtags 122.75000000000000011906 .00814663951120162932  1.00000000000000000000 1 1 32 3928
"IDWGS 1359966862424109061.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
SciComm" 1359966862424109061.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
ArmedInsurrection 1362443156806131721.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
BillC213 1363869106194309123.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
pharmacare 1363935088392634368.hashtags 1309.33333333333334960398 .00076374745417515274  1.00000000000000000000 1 1 3 3928
"BCCRSS 1365378079011581955.hashtags 54.55555555555555563823 .00458248472505091649  .25000000000000000000 1 4 18 3928
IDSILLEGAL 1365378079011581955.hashtags 327.33333333333333740099 .00076374745417515274  .25000000000000000000 1 4 3 3928
bccrss 1365378079011581955.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
CRSS" 1365378079011581955.hashtags 122.75000000000000011906 .00203665987780040733  .25000000000000000000 1 4 8 3928
"ToryCorruption 1368143614044479489.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
coronavirus" 1368143614044479489.hashtags 327.33333333333333525805 .00152749490835030549  .50000000000000000000 1 2 6 3928
MeghanandHarryonOprah 1368962220952981505.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
"TheWatergateGirl 1368981179383222272.hashtags 654.66666666666667480199 .00076374745417515274  .50000000000000000000 3 6 3 3928
MeToo" 1368981179383222272.hashtags 491.00000000000000288708 .00101832993890020366  .50000000000000000000 3 6 4 3928
"TheWatergateGirl 1368981179383222272.hashtags 654.66666666666667480199 .00076374745417515274  .50000000000000000000 3 6 3 3928
MeToo" 1368981179383222272.hashtags 491.00000000000000288708 .00101832993890020366  .50000000000000000000 3 6 4 3928
"TheWatergateGirl 1368981179383222272.hashtags 654.66666666666667480199 .00076374745417515274  .50000000000000000000 3 6 3 3928
MeToo" 1368981179383222272.hashtags 491.00000000000000288708 .00101832993890020366  .50000000000000000000 3 6 4 3928
March4Justice 1371716887298547712.hashtags 1309.33333333333334960398 .00076374745417515274  1.00000000000000000000 1 1 3 3928
Ramadan 1373508208514449409.hashtags 115.52941176470588236490 .00865580448065173116  1.00000000000000000000 1 1 34 3928
"ม็อบ24มีนา 1374893735012487170.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
เพราะประเทศนี้เป็นของราษฎร 1374893735012487170.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
ยกเลิก112 1374893735012487170.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
ปฏิรูปสถาบันกษัตริย์" 1374893735012487170.hashtags 982.00000000000002506064 .00025458248472505091  .25000000000000000000 1 4 1 3928
"SAVEALIFE 1375158603082948610.hashtags 327.33333333333333524496 .00050916496945010183  .16666666666666666666 1 6 2 3928
FOSTER 1375158603082948610.hashtags 25.17948717948717952010 .00661914460285132382  .16666666666666666666 1 6 26 3928
RESCUE 1375158603082948610.hashtags 10.91111111111111111768 .01527494908350305498  .16666666666666666666 1 6 60 3928
ADOPT 1375158603082948610.hashtags 10.22916666666666666990 .01629327902240325865  .16666666666666666666 1 6 64 3928
PLEDGE 1375158603082948610.hashtags 40.91666666666666670471 .00407331975560081466  .16666666666666666666 1 6 16 3928
VOLUNTEER" 1375158603082948610.hashtags 654.66666666666668334757 .00025458248472505091  .16666666666666666666 1 6 1 3928
DealWithTheDevil 1376413949919387650.hashtags 3928.00000000000010024256 .00025458248472505091  1.00000000000000000000 1 1 1 3928
"Russian 1377379654349115392.hashtags 10.61621621621621621665 .04709775967413441955  .50000000000000000000 1 2 185 3928
Ukraine" 1377379654349115392.hashtags 2.72777777777777777789 .18329938900203665987  .50000000000000000000 1 2 720 3928
"BloodbornePSX 1377643512577941506.hashtags 1964.00000000000005012128 .00025458248472505091  .50000000000000000000 1 2 1 3928
